ds,bing_tiles_visited,single_tile_users,driving,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,#cases,bing_tiles_visited t-1,single_tile_users t-1,driving t-1,retail_and_recreation t-1,grocery_and_pharmacy t-1,parks t-1,transit_stations t-1,workplaces t-1,residential t-1,bing_tiles_visited t-2,single_tile_users t-2,driving t-2,retail_and_recreation t-2,grocery_and_pharmacy t-2,parks t-2,transit_stations t-2,workplaces t-2,residential t-2,bing_tiles_visited t-3,single_tile_users t-3,driving t-3,retail_and_recreation t-3,grocery_and_pharmacy t-3,parks t-3,transit_stations t-3,workplaces t-3,residential t-3,bing_tiles_visited t-4,single_tile_users t-4,driving t-4,retail_and_recreation t-4,grocery_and_pharmacy t-4,parks t-4,transit_stations t-4,workplaces t-4,residential t-4,bing_tiles_visited t-5,single_tile_users t-5,driving t-5,retail_and_recreation t-5,grocery_and_pharmacy t-5,parks t-5,transit_stations t-5,workplaces t-5,residential t-5,bing_tiles_visited t-6,single_tile_users t-6,driving t-6,retail_and_recreation t-6,grocery_and_pharmacy t-6,parks t-6,transit_stations t-6,workplaces t-6,residential t-6,bing_tiles_visited t-7,single_tile_users t-7,driving t-7,retail_and_recreation t-7,grocery_and_pharmacy t-7,parks t-7,transit_stations t-7,workplaces t-7,residential t-7,bing_tiles_visited t-8,single_tile_users t-8,driving t-8,retail_and_recreation t-8,grocery_and_pharmacy t-8,parks t-8,transit_stations t-8,workplaces t-8,residential t-8,bing_tiles_visited t-9,single_tile_users t-9,driving t-9,retail_and_recreation t-9,grocery_and_pharmacy t-9,parks t-9,transit_stations t-9,workplaces t-9,residential t-9,bing_tiles_visited t-10,single_tile_users t-10,driving t-10,retail_and_recreation t-10,grocery_and_pharmacy t-10,parks t-10,transit_stations t-10,workplaces t-10,residential t-10,state
2020-03-17,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,1226.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,-0.01645,0.16159,91.88,-12.0,22.0,-2.0,-17.0,-5.0,3.0,0.00825,0.15915,90.7,-6.0,6.0,5.0,-13.0,-3.0,2.0,0.015619999999999998,0.1667,97.35,-4.0,3.0,11.0,-10.0,-2.0,2.0,0.04893,0.17627,99.47,-9.0,-2.0,-14.0,-13.0,-1.0,3.0,0.06187,0.1607,98.64,-3.0,3.0,0.0,-10.0,-1.0,1.0,0.06054,0.30425,117.87,20.0,39.0,47.0,4.0,1.0,-1.0,-0.04879,0.21774000000000002,121.91,-3.0,0.0,-11.0,-7.0,0.0,1.0,Bayern
2020-03-18,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,1340.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,-0.01645,0.16159,91.88,-12.0,22.0,-2.0,-17.0,-5.0,3.0,0.00825,0.15915,90.7,-6.0,6.0,5.0,-13.0,-3.0,2.0,0.015619999999999998,0.1667,97.35,-4.0,3.0,11.0,-10.0,-2.0,2.0,0.04893,0.17627,99.47,-9.0,-2.0,-14.0,-13.0,-1.0,3.0,0.06187,0.1607,98.64,-3.0,3.0,0.0,-10.0,-1.0,1.0,0.06054,0.30425,117.87,20.0,39.0,47.0,4.0,1.0,-1.0,Bayern
2020-03-19,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,1248.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,-0.01645,0.16159,91.88,-12.0,22.0,-2.0,-17.0,-5.0,3.0,0.00825,0.15915,90.7,-6.0,6.0,5.0,-13.0,-3.0,2.0,0.015619999999999998,0.1667,97.35,-4.0,3.0,11.0,-10.0,-2.0,2.0,0.04893,0.17627,99.47,-9.0,-2.0,-14.0,-13.0,-1.0,3.0,0.06187,0.1607,98.64,-3.0,3.0,0.0,-10.0,-1.0,1.0,Bayern
2020-03-20,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,1484.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,-0.01645,0.16159,91.88,-12.0,22.0,-2.0,-17.0,-5.0,3.0,0.00825,0.15915,90.7,-6.0,6.0,5.0,-13.0,-3.0,2.0,0.015619999999999998,0.1667,97.35,-4.0,3.0,11.0,-10.0,-2.0,2.0,0.04893,0.17627,99.47,-9.0,-2.0,-14.0,-13.0,-1.0,3.0,Bayern
2020-03-21,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,1342.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,-0.01645,0.16159,91.88,-12.0,22.0,-2.0,-17.0,-5.0,3.0,0.00825,0.15915,90.7,-6.0,6.0,5.0,-13.0,-3.0,2.0,0.015619999999999998,0.1667,97.35,-4.0,3.0,11.0,-10.0,-2.0,2.0,Bayern
2020-03-22,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,1000.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,-0.01645,0.16159,91.88,-12.0,22.0,-2.0,-17.0,-5.0,3.0,0.00825,0.15915,90.7,-6.0,6.0,5.0,-13.0,-3.0,2.0,Bayern
2020-03-23,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,1395.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,-0.01645,0.16159,91.88,-12.0,22.0,-2.0,-17.0,-5.0,3.0,Bayern
2020-03-24,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,1203.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,-0.08899,0.23192,79.7,-19.0,9.0,3.0,-24.0,-4.0,4.0,Bayern
2020-03-25,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,1479.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,-0.05106,0.33211999999999997,77.62,-3.0,30.0,75.0,-15.0,-2.0,2.0,Bayern
2020-03-26,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,1339.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,0.01494,0.18118,67.12,-4.0,25.0,39.0,-31.0,-20.0,7.0,Bayern
2020-03-27,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,1377.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,-0.04989,0.2235,61.34,-24.0,6.0,11.0,-41.0,-26.0,11.0,Bayern
2020-03-28,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,1205.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,-0.11800999999999999,0.23321,59.14,-42.0,-2.0,41.0,-44.0,-31.0,12.0,Bayern
2020-03-29,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,928.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,-0.17075,0.24355,54.98,-48.0,-6.0,16.0,-50.0,-34.0,14.0,Bayern
2020-03-30,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,1176.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,-0.19479000000000002,0.24458000000000002,52.09,-49.0,4.0,-3.0,-52.0,-36.0,15.0,Bayern
2020-03-31,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,1241.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,-0.50027,0.46202,25.24,-85.0,-43.0,-72.0,-74.0,-40.0,17.0,Bayern
2020-04-01,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,1339.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,-0.54064,0.5893,31.03,-81.0,-48.0,-36.0,-71.0,-43.0,12.0,Bayern
2020-04-02,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,1228.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,-0.2868,0.3278,39.09,-67.0,-20.0,-24.0,-63.0,-43.0,19.0,Bayern
2020-04-03,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,1251.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,-0.25931,0.33435,39.45,-67.0,-23.0,-9.0,-63.0,-45.0,20.0,Bayern
2020-04-04,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,1015.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,-0.30517,0.33766,40.09,-68.0,-23.0,-19.0,-63.0,-46.0,20.0,Bayern
2020-04-05,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,694.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,-0.3244,0.33616,41.53,-69.0,-21.0,-33.0,-65.0,-47.0,21.0,Bayern
2020-04-06,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,920.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,-0.32279,0.30558,42.03,-68.0,-17.0,-3.0,-63.0,-46.0,21.0,Bayern
2020-04-07,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,1007.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,-0.36601999999999996,0.35963,38.08,-75.0,-23.0,6.0,-62.0,-38.0,14.0,Bayern
2020-04-08,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,957.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,-0.52935,0.59155,38.19,-80.0,-49.0,-50.0,-73.0,-43.0,12.0,Bayern
2020-04-09,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,904.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,-0.27138,0.31836,43.72,-63.0,-18.0,-21.0,-62.0,-45.0,19.0,Bayern
2020-04-10,-0.5615100000000001,0.45537,44.37,-82.0,-93.0,39.0,-75.0,-88.0,31.0,754.0,-0.19233,0.25858000000000003,51.26,-53.0,14.0,8.0,-57.0,-49.0,17.0,-0.19663,0.2707,53.98,-55.0,7.0,27.0,-56.0,-47.0,17.0,-0.16716,0.27981999999999996,52.55,-56.0,-6.0,37.0,-56.0,-47.0,18.0,-0.19921,0.27821999999999997,51.71,-56.0,-8.0,22.0,-57.0,-46.0,18.0,-0.35741,0.48068999999999995,46.79,-65.0,-19.0,21.0,-60.0,-39.0,10.0,-0.349,0.34863,39.24,-73.0,-18.0,-10.0,-61.0,-37.0,14.0,-0.31527,0.30432,44.27,-67.0,-13.0,-25.0,-63.0,-46.0,21.0,-0.26657,0.29241999999999996,47.46,-62.0,-14.0,-2.0,-60.0,-46.0,19.0,-0.25238,0.29681,46.41,-62.0,-16.0,6.0,-59.0,-45.0,19.0,-0.2328,0.3166,45.62,-63.0,-17.0,-13.0,-60.0,-45.0,20.0,Bayern
