ds,bing_tiles_visited,single_tile_users,driving,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,#cases,bing_tiles_visited t-1,single_tile_users t-1,driving t-1,retail_and_recreation t-1,grocery_and_pharmacy t-1,parks t-1,transit_stations t-1,workplaces t-1,residential t-1,bing_tiles_visited t-2,single_tile_users t-2,driving t-2,retail_and_recreation t-2,grocery_and_pharmacy t-2,parks t-2,transit_stations t-2,workplaces t-2,residential t-2,bing_tiles_visited t-3,single_tile_users t-3,driving t-3,retail_and_recreation t-3,grocery_and_pharmacy t-3,parks t-3,transit_stations t-3,workplaces t-3,residential t-3,bing_tiles_visited t-4,single_tile_users t-4,driving t-4,retail_and_recreation t-4,grocery_and_pharmacy t-4,parks t-4,transit_stations t-4,workplaces t-4,residential t-4,bing_tiles_visited t-5,single_tile_users t-5,driving t-5,retail_and_recreation t-5,grocery_and_pharmacy t-5,parks t-5,transit_stations t-5,workplaces t-5,residential t-5,bing_tiles_visited t-6,single_tile_users t-6,driving t-6,retail_and_recreation t-6,grocery_and_pharmacy t-6,parks t-6,transit_stations t-6,workplaces t-6,residential t-6,bing_tiles_visited t-7,single_tile_users t-7,driving t-7,retail_and_recreation t-7,grocery_and_pharmacy t-7,parks t-7,transit_stations t-7,workplaces t-7,residential t-7,bing_tiles_visited t-8,single_tile_users t-8,driving t-8,retail_and_recreation t-8,grocery_and_pharmacy t-8,parks t-8,transit_stations t-8,workplaces t-8,residential t-8,bing_tiles_visited t-9,single_tile_users t-9,driving t-9,retail_and_recreation t-9,grocery_and_pharmacy t-9,parks t-9,transit_stations t-9,workplaces t-9,residential t-9,bing_tiles_visited t-10,single_tile_users t-10,driving t-10,retail_and_recreation t-10,grocery_and_pharmacy t-10,parks t-10,transit_stations t-10,workplaces t-10,residential t-10,state
2020-06-12,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,11.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,0.04331,0.17282,131.26,-4.0,-1.0,68.0,-11.0,-12.0,2.0,0.058089999999999996,0.36277,138.26,-14.0,16.0,74.0,-8.0,21.0,-1.0,-0.03694,0.25375,125.87,-21.0,-3.0,65.0,-13.0,12.0,1.0,-0.00352,0.18583,133.3,-12.0,-2.0,38.0,-15.0,-14.0,4.0,0.01138,0.18863,129.8,-13.0,0.0,20.0,-14.0,-15.0,4.0,0.057929999999999995,0.18373,127.12,-11.0,-1.0,65.0,-10.0,-13.0,3.0,0.12165999999999999,0.16017,135.78,-3.0,14.0,92.0,-7.0,-12.0,1.0,Sachsen-Anhalt
2020-06-13,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,6.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,0.04331,0.17282,131.26,-4.0,-1.0,68.0,-11.0,-12.0,2.0,0.058089999999999996,0.36277,138.26,-14.0,16.0,74.0,-8.0,21.0,-1.0,-0.03694,0.25375,125.87,-21.0,-3.0,65.0,-13.0,12.0,1.0,-0.00352,0.18583,133.3,-12.0,-2.0,38.0,-15.0,-14.0,4.0,0.01138,0.18863,129.8,-13.0,0.0,20.0,-14.0,-15.0,4.0,0.057929999999999995,0.18373,127.12,-11.0,-1.0,65.0,-10.0,-13.0,3.0,Sachsen-Anhalt
2020-06-14,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,15.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,0.04331,0.17282,131.26,-4.0,-1.0,68.0,-11.0,-12.0,2.0,0.058089999999999996,0.36277,138.26,-14.0,16.0,74.0,-8.0,21.0,-1.0,-0.03694,0.25375,125.87,-21.0,-3.0,65.0,-13.0,12.0,1.0,-0.00352,0.18583,133.3,-12.0,-2.0,38.0,-15.0,-14.0,4.0,0.01138,0.18863,129.8,-13.0,0.0,20.0,-14.0,-15.0,4.0,Sachsen-Anhalt
2020-06-15,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,7.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,0.04331,0.17282,131.26,-4.0,-1.0,68.0,-11.0,-12.0,2.0,0.058089999999999996,0.36277,138.26,-14.0,16.0,74.0,-8.0,21.0,-1.0,-0.03694,0.25375,125.87,-21.0,-3.0,65.0,-13.0,12.0,1.0,-0.00352,0.18583,133.3,-12.0,-2.0,38.0,-15.0,-14.0,4.0,Sachsen-Anhalt
2020-06-16,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,8.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,0.04331,0.17282,131.26,-4.0,-1.0,68.0,-11.0,-12.0,2.0,0.058089999999999996,0.36277,138.26,-14.0,16.0,74.0,-8.0,21.0,-1.0,-0.03694,0.25375,125.87,-21.0,-3.0,65.0,-13.0,12.0,1.0,Sachsen-Anhalt
2020-06-17,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,19.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,0.04331,0.17282,131.26,-4.0,-1.0,68.0,-11.0,-12.0,2.0,0.058089999999999996,0.36277,138.26,-14.0,16.0,74.0,-8.0,21.0,-1.0,Sachsen-Anhalt
2020-06-18,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,10.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,0.04331,0.17282,131.26,-4.0,-1.0,68.0,-11.0,-12.0,2.0,Sachsen-Anhalt
2020-06-19,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,22.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,0.03345,0.17631,134.33,-10.0,-3.0,71.0,-12.0,-12.0,3.0,Sachsen-Anhalt
2020-06-20,0.00839,0.2368,132.06,-20.0,-7.0,110.0,-7.0,17.0,-1.0,3.0,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,0.059910000000000005,0.17826,138.08,-7.0,-2.0,84.0,-8.0,-12.0,2.0,Sachsen-Anhalt
2020-06-21,0.16668,0.32571,151.75,0.0,24.0,113.0,2.0,29.0,-3.0,8.0,0.00839,0.2368,132.06,-20.0,-7.0,110.0,-7.0,17.0,-1.0,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,0.02461,0.18148,166.02,-6.0,0.0,70.0,-10.0,-14.0,3.0,Sachsen-Anhalt
2020-06-22,0.0502,0.17204,132.88,-5.0,-2.0,80.0,-10.0,-14.0,1.0,2.0,0.16668,0.32571,151.75,0.0,24.0,113.0,2.0,29.0,-3.0,0.00839,0.2368,132.06,-20.0,-7.0,110.0,-7.0,17.0,-1.0,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,0.01789,0.17067000000000002,151.24,-9.0,-4.0,118.0,-8.0,-12.0,2.0,Sachsen-Anhalt
2020-06-23,0.06308,0.1688,142.11,-7.0,-4.0,106.0,-8.0,-13.0,2.0,2.0,0.0502,0.17204,132.88,-5.0,-2.0,80.0,-10.0,-14.0,1.0,0.16668,0.32571,151.75,0.0,24.0,113.0,2.0,29.0,-3.0,0.00839,0.2368,132.06,-20.0,-7.0,110.0,-7.0,17.0,-1.0,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,-0.012740000000000001,0.24147,123.26,-27.0,-11.0,90.0,-12.0,15.0,0.0,Sachsen-Anhalt
2020-06-24,0.06644,0.17285999999999999,140.74,-8.0,-5.0,114.0,-7.0,-11.0,1.0,4.0,0.06308,0.1688,142.11,-7.0,-4.0,106.0,-8.0,-13.0,2.0,0.0502,0.17204,132.88,-5.0,-2.0,80.0,-10.0,-14.0,1.0,0.16668,0.32571,151.75,0.0,24.0,113.0,2.0,29.0,-3.0,0.00839,0.2368,132.06,-20.0,-7.0,110.0,-7.0,17.0,-1.0,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,-0.00125,0.38672,154.88,-29.0,2.0,12.0,-14.0,13.0,0.0,Sachsen-Anhalt
2020-06-25,0.03143,0.17297,143.34,-11.0,-4.0,82.0,-8.0,-12.0,2.0,1.0,0.06644,0.17285999999999999,140.74,-8.0,-5.0,114.0,-7.0,-11.0,1.0,0.06308,0.1688,142.11,-7.0,-4.0,106.0,-8.0,-13.0,2.0,0.0502,0.17204,132.88,-5.0,-2.0,80.0,-10.0,-14.0,1.0,0.16668,0.32571,151.75,0.0,24.0,113.0,2.0,29.0,-3.0,0.00839,0.2368,132.06,-20.0,-7.0,110.0,-7.0,17.0,-1.0,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,0.03975,0.17657,130.12,-5.0,-1.0,78.0,-10.0,-12.0,2.0,Sachsen-Anhalt
2020-06-26,0.04742,0.17015,157.87,-13.0,-5.0,112.0,-8.0,-13.0,1.0,4.0,0.03143,0.17297,143.34,-11.0,-4.0,82.0,-8.0,-12.0,2.0,0.06644,0.17285999999999999,140.74,-8.0,-5.0,114.0,-7.0,-11.0,1.0,0.06308,0.1688,142.11,-7.0,-4.0,106.0,-8.0,-13.0,2.0,0.0502,0.17204,132.88,-5.0,-2.0,80.0,-10.0,-14.0,1.0,0.16668,0.32571,151.75,0.0,24.0,113.0,2.0,29.0,-3.0,0.00839,0.2368,132.06,-20.0,-7.0,110.0,-7.0,17.0,-1.0,0.02062,0.18062,145.83,-10.0,-4.0,63.0,-10.0,-14.0,3.0,0.0232,0.17886,132.23,-10.0,-3.0,39.0,-12.0,-14.0,3.0,0.05005,0.17612,129.63,-7.0,-4.0,105.0,-6.0,-11.0,2.0,0.05193,0.1718,130.67,-8.0,-3.0,79.0,-10.0,-11.0,2.0,Sachsen-Anhalt
2020-03-11,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,69.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,-0.036039999999999996,0.23674,110.93,2.0,0.0,-2.0,0.0,0.0,1.0,0.02484,0.15978,123.47,2.0,1.0,-3.0,0.0,0.0,1.0,0.05246,0.14942,107.69,4.0,1.0,29.0,4.0,2.0,0.0,0.038419999999999996,0.15772,101.51,2.0,3.0,22.0,1.0,0.0,0.0,0.02118,0.15980999999999998,102.31,1.0,2.0,5.0,0.0,-1.0,2.0,0.045160000000000006,0.14909,103.14,4.0,6.0,29.0,2.0,2.0,1.0,0.04005,0.3257,105.72,17.0,25.0,39.0,17.0,3.0,-1.0,Sachsen
2020-03-12,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,78.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,-0.036039999999999996,0.23674,110.93,2.0,0.0,-2.0,0.0,0.0,1.0,0.02484,0.15978,123.47,2.0,1.0,-3.0,0.0,0.0,1.0,0.05246,0.14942,107.69,4.0,1.0,29.0,4.0,2.0,0.0,0.038419999999999996,0.15772,101.51,2.0,3.0,22.0,1.0,0.0,0.0,0.02118,0.15980999999999998,102.31,1.0,2.0,5.0,0.0,-1.0,2.0,0.045160000000000006,0.14909,103.14,4.0,6.0,29.0,2.0,2.0,1.0,Sachsen
2020-03-13,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,95.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,-0.036039999999999996,0.23674,110.93,2.0,0.0,-2.0,0.0,0.0,1.0,0.02484,0.15978,123.47,2.0,1.0,-3.0,0.0,0.0,1.0,0.05246,0.14942,107.69,4.0,1.0,29.0,4.0,2.0,0.0,0.038419999999999996,0.15772,101.51,2.0,3.0,22.0,1.0,0.0,0.0,0.02118,0.15980999999999998,102.31,1.0,2.0,5.0,0.0,-1.0,2.0,Sachsen
2020-03-14,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,103.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,-0.036039999999999996,0.23674,110.93,2.0,0.0,-2.0,0.0,0.0,1.0,0.02484,0.15978,123.47,2.0,1.0,-3.0,0.0,0.0,1.0,0.05246,0.14942,107.69,4.0,1.0,29.0,4.0,2.0,0.0,0.038419999999999996,0.15772,101.51,2.0,3.0,22.0,1.0,0.0,0.0,Sachsen
2020-03-15,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,101.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,-0.036039999999999996,0.23674,110.93,2.0,0.0,-2.0,0.0,0.0,1.0,0.02484,0.15978,123.47,2.0,1.0,-3.0,0.0,0.0,1.0,0.05246,0.14942,107.69,4.0,1.0,29.0,4.0,2.0,0.0,Sachsen
2020-03-16,-0.01738,0.16755,72.48,0.0,21.0,58.0,-18.0,-12.0,5.0,137.0,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,-0.036039999999999996,0.23674,110.93,2.0,0.0,-2.0,0.0,0.0,1.0,0.02484,0.15978,123.47,2.0,1.0,-3.0,0.0,0.0,1.0,Sachsen
2020-03-17,-0.05587,0.18988,71.64,-6.0,16.0,50.0,-26.0,-18.0,8.0,134.0,-0.01738,0.16755,72.48,0.0,21.0,58.0,-18.0,-12.0,5.0,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,-0.036039999999999996,0.23674,110.93,2.0,0.0,-2.0,0.0,0.0,1.0,Sachsen
2020-03-18,-0.04462,0.19557,70.26,-12.0,9.0,93.0,-26.0,-22.0,7.0,153.0,-0.05587,0.18988,71.64,-6.0,16.0,50.0,-26.0,-18.0,8.0,-0.01738,0.16755,72.48,0.0,21.0,58.0,-18.0,-12.0,5.0,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,0.07089,0.32237,105.15,22.0,21.0,48.0,13.0,4.0,-1.0,Sachsen
2020-03-19,-0.11943,0.21635,59.71,-31.0,-2.0,54.0,-36.0,-25.0,10.0,137.0,-0.04462,0.19557,70.26,-12.0,9.0,93.0,-26.0,-22.0,7.0,-0.05587,0.18988,71.64,-6.0,16.0,50.0,-26.0,-18.0,8.0,-0.01738,0.16755,72.48,0.0,21.0,58.0,-18.0,-12.0,5.0,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,0.01712,0.15872,101.47,0.0,1.0,8.0,-1.0,0.0,1.0,Sachsen
2020-03-20,-0.22075999999999998,0.2546,50.32,-42.0,-4.0,-30.0,-48.0,-30.0,15.0,149.0,-0.11943,0.21635,59.71,-31.0,-2.0,54.0,-36.0,-25.0,10.0,-0.04462,0.19557,70.26,-12.0,9.0,93.0,-26.0,-22.0,7.0,-0.05587,0.18988,71.64,-6.0,16.0,50.0,-26.0,-18.0,8.0,-0.01738,0.16755,72.48,0.0,21.0,58.0,-18.0,-12.0,5.0,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,0.03196,0.16136,110.25,4.0,0.0,6.0,2.0,-1.0,2.0,Sachsen
2020-03-21,-0.32525,0.35091999999999995,36.81,-57.0,-15.0,-20.0,-54.0,-23.0,11.0,144.0,-0.22075999999999998,0.2546,50.32,-42.0,-4.0,-30.0,-48.0,-30.0,15.0,-0.11943,0.21635,59.71,-31.0,-2.0,54.0,-36.0,-25.0,10.0,-0.04462,0.19557,70.26,-12.0,9.0,93.0,-26.0,-22.0,7.0,-0.05587,0.18988,71.64,-6.0,16.0,50.0,-26.0,-18.0,8.0,-0.01738,0.16755,72.48,0.0,21.0,58.0,-18.0,-12.0,5.0,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,0.02441,0.16707,96.43,-1.0,2.0,3.0,-1.0,-1.0,1.0,Sachsen
2020-03-22,-0.35175,0.47828999999999994,39.51,-65.0,-25.0,15.0,-52.0,-25.0,8.0,118.0,-0.32525,0.35091999999999995,36.81,-57.0,-15.0,-20.0,-54.0,-23.0,11.0,-0.22075999999999998,0.2546,50.32,-42.0,-4.0,-30.0,-48.0,-30.0,15.0,-0.11943,0.21635,59.71,-31.0,-2.0,54.0,-36.0,-25.0,10.0,-0.04462,0.19557,70.26,-12.0,9.0,93.0,-26.0,-22.0,7.0,-0.05587,0.18988,71.64,-6.0,16.0,50.0,-26.0,-18.0,8.0,-0.01738,0.16755,72.48,0.0,21.0,58.0,-18.0,-12.0,5.0,-0.02891,0.34379,74.94,-6.0,13.0,90.0,-8.0,2.0,1.0,-0.03563,0.225,77.99,-9.0,12.0,57.0,-8.0,1.0,2.0,0.03495,0.15893,89.13,-4.0,15.0,-8.0,-8.0,-2.0,2.0,0.032369999999999996,0.15797,90.53,0.0,5.0,9.0,-3.0,0.0,2.0,Sachsen
